ID,ISSUE,PROPLetter,PROPTitle,Month,Day,Year,Date,Description,PASS_FAIL,Vote_Counts_Yes,Vote_Counts_No,Percent_Vote_Yes,Percent_Vote_No,Percent_Required_To_Pass,Kind,HowPlaced,Fullimage,
386,,1,"School Building Construction Bonds, $3,500,000",November,3,1931,"Nov 3, 2031","To incur a bonded indebtedness of $3,500,000 for the acquisition, construction, completion and equipment of permanent public buildings to be used for public school purposes within San Francisco. Requires a  two-thirds margin to pass.",F,56727,34399,62.2,37.8,66.67%,Bond Issue,Supervisors,November3_1931,
387,,1,"Hetch Hetchy Bonds, $6,500,000",May,3,1932,"May 3, 2032","To incur a bonded indebtedness of $6,500,000 for the construction and completion of the Hetch Hetchy water project including aqueduct tunnels, pipelines, roads and trails, other structures, lands, connections between the project and Water Department properties to supply good, pure water for San Francisco and its inhabitants.",P,128691,9373,93.2,6.8,66.67%,Bond Issue,Supervisors,May3_1932,
388,,1,"Relief Bonds - Indigent Sick and Dependent Poor, $6,500,000",August,30,1932,"Aug 30, 2032","To incur a bonded indebtedness of $3,500,000 for the purpose of caring for and maintaining the indigent sick and dependent poor of the City and County of San Francisco",P,137824,19039,87.8,12.2,66.67%,Bond Issue,Supervisors,August30_1932,
389,,1,Emergency Appointments,November,8,1932,"Nov 8, 2032",To permit employees engaged by the City during an unemployment emergency to be exempt from civil service examinations during the emergency period.,P,84389,77185,52.2,47.8,50%+1,Charter Amendment,Supervisors,November8_1932,
390,,2,Residence Qualification,November,8,1932,"Nov 8, 2032","To make it mandatory that all officers and employees of the City maintain their residence in said City with certain exceptions and to define the term ""resident"".",P,116147,43743,72.6,27.4,50%+1,Charter Amendment,Supervisors,November8_1932,
391,,3,Cash Reserve Fund,November,8,1932,"Nov 8, 2032",To provide for an emergency reserve fund and to authorize the borrowing of money in anticipation of the payment of taxes.,P,94112,54527,63.3,36.7,50%+1,Charter Amendment,Supervisors,November8_1932,
392,,4,Loans Payable Solely from Water Revenue,November,8,1932,"Nov 8, 2032","To permit the Public Utilities Commission to borrow money for the construction or reconstruction of improvements to the Water Department to the extent of $5,000,000, such indebtedness to be repaid out of revenues of said utility.",F,66532,89220,42.7,57.3,50%+1,Charter Amendment,Supervisors,November8_1932,
393,,5,Civil Service Positions,November,8,1932,"Nov 8, 2032","To exempt from Civil Service persons employed upon construction work outside the City and persons employed for expert professional temporary services, with the approval of the Civil Service Commission.",P,104575,46885,69,31,50%+1,Charter Amendment,Supervisors,November8_1932,
394,,6,Disposition of Refuse,November,8,1932,"Nov 8, 2032","To allow the Director of Public Health to license refuse collectors and to fix the maximum rates for collection of refuse and to provide for the repeal of the initiative ordinance passed on June 12, 1927.",P,104461,36482,74.1,25.9,50%+1,Ordinance,Supervisors,November8_1932,
395,,1,Salary Reductions,April,11,1933,"Apr 11, 2033","To provide for reductions in salaries of officers and employees of the City during extraordinary economic conditions, and to authorize a reduction of budget appropriations otherwise provided by the Charter to be made to the various officers and departments of the City during such conditions.",P,56131,43109,56.5,43.5,50%+1,Charter Amendment,Supervisors,April11_1933,
396,,2,Fire Department Retirement System,April,11,1933,"Apr 11, 2033",To provide for retirement allowances of certain employees of the Fire Department and to provide for contributions by said employees to the San Francisco Employees' Retirement System.,F,37035,59420,38.3,61.7,50%+1,Charter Amendment,Supervisors,April11_1933,
397,,3,Fire Marshal and Chief Deputy Fire Marshal,April,11,1933,"Apr 11, 2033",To provide for the positions of Fire Marshal and Chief Deputy Fire Marshal and describing the duties of said positions.,F,26625,68886,27.8,72.2,50%+1,Charter Amendment,Supervisors,April11_1933,
398,,4,Pilots and Marine Engineers on Fireboats to be part of Retirement System,April,11,1933,"Apr 11, 2033",To give pilots and marine engineers employed on fireboats in the Fire Department the same retirement rights as other members of the Department.,F,31486,63629,33.1,66.9,50%+1,Charter Amendment,Supervisors,April11_1933,
399,,1,"School House Bonds, $3,000,000",June,27,1933,"Jun 27, 2033","To incur a bonded indebtedness of $3,000,000 for the acquisition and construction of certain new school house  buildings, lands, other properties and structures necessary  to be used for public school purposes within San Francisco. Requires a  two-thirds margin to pass.",F,81851,51418,61.4,38.6,66.67%,Bond Issue,Supervisors,June27_1933,
400,,,,,,,,,,,,,,,,Supervisors,,
401,,1,"Water Distribution Bonds, $12,095,000",November,7,1933,"Nov 7, 2033","To incur a bonded indebtedness of $12,095, 000 for the extension of the water supply and distribution system owned by San Francisco.",P,105279,42878,71,29,66.67%,Bond Issue,Supervisors,November7_1933,
402,,2,"Hetch Hetchy Dam Bonds, $3,500,000",November,7,1933,"Nov 7, 2033","To incur a bonded indebtedness of $3,500, 000 to increase the height of O'Shaughnessy Dam.",P,102542,45057,69.4,30.6,66.67%,Bond Issue,Supervisors,November7_1933,
403,,3,"Red Mountain Bar Bonds, $6,308,000",November,7,1933,"Nov 7, 2033","To incur a bonded indebtedness of $6,308, 000 for the construction of a power plant at Red Mountain Bar in Tuolumne County and a distribution system in San Francisco for electric energy generated on the Hetch Hetchy system, including necessary substations and standby plants, lands and rights of way.",F,71746,73010,49.5,50.5,66.67%,Bond Issue,Supervisors,November7_1933,
404,,4,"Sewer Bonds, $2,625,000",November,7,1933,"Nov 7, 2033","To incur a bonded indebtedness of $2,625, 000 for the construction of new sewers, reconditioning of existing sewers and construction of sewerage disposal plants.",P,102902,42064,70.9,29.1,66.67%,Bond Issue,Supervisors,November7_1933,
405,,5,"High Pressure System Bonds, $2,000,000",November,7,1933,"Nov 7, 2033","To incur a bonded indebtedness of $2,000, 000 for extensions to the existing high pressure system and construction of underground cisterns throughout San Francisco.",P,96520,46563,67.4,32.6,66.67%,Bond Issue,Supervisors,November7_1933,
406,,6,"Yacht Harbor Bonds, $815,000",November,7,1933,"Nov 7, 2033","To incur a bonded indebtedness of $815, 000 for improving the San Francisco Yacht Harbor.",F,66802,76350,46.6,53.4,66.67%,Bond Issue,Supervisors,November7_1933,
407,,7,"Boulevard and Street Bonds, $2,100,000",November,7,1933,"Nov 7, 2033","To incur a bonded indebtedness of $2,100, 000 for widening, straightening and reconditioning streets and boulevards to conform with approaches to the Golden Gate and San Francisco - Oakland Bay Bridges.",F,87345,58273,59.9,40.1,66.67%,Bond Issue,Supervisors,November7_1933,
408,,8,"Warehouse Bonds, $325,000",November,7,1933,"Nov 7, 2033","To incur a bonded indebtedness of $325, 000 for the construction of an addition to the present municipal central warehouse and the building of a repair shop and garage to repair and house city-owned automobiles and trucks.",F,71966,67633,51.5,48.5,66.67%,Bond Issue,Supervisors,November7_1933,
409,,9,"Aquatic Park Bonds, $700,000",November,7,1933,"Nov 7, 2033","To incur a bonded indebtedness of $700, 000 for the improvement of Aquatic Park consisting of boat houses, a  bathing beach, park and playground areas and other improvements.",F,70446,72518,49.2,50.8,66.67%,Bond Issue,Supervisors,November7_1933,
410,,10,"Airport Bonds, $260,000",November,7,1933,"Nov 7, 2033","To incur a bonded indebtedness of $260, 000 for the improvement and extension of San Francisco Municipal Airport.",P,106339,40277,72.5,27.55,66.67%,Bond Issue,Supervisors,November7_1933,
411,,11,"Agricultural Building Bonds, $1,250,000",November,7,1933,"Nov 7, 2033","To incur a bonded indebtedness of $1,250, 000 for Agricultural Buildings to be erected in conjunction with No. One-A Agricultural District Association.",F,62906,70043,47.3,52.7,66.67%,Bond Issue,Supervisors,November7_1933,
412,,12,"Hall of Justice Bonds, $2,900,000",November,7,1933,"Nov 7, 2033","To incur a bonded indebtedness of $2,900, 000 for the construction of a new Hall of Justice to be erected on City land on the block bounded by Larkin, Hyde, Fulton, and Grove Streets.",F,64076,77984,45.1,54.9,66.67%,Bond Issue,Supervisors,November7_1933,
413,,13,"Municipal Railway (MUNI) Extension Bonds, $63,000",November,7,1933,"Nov 7, 2033","To incur a bonded indebtedness of $63, 000 for the extension of a line of the Municipal Railway (MUNI) from Taraval Street to 46th Avenue.",F,76438,68330,52.8,47.2,66.67%,Bond Issue,Supervisors,November7_1933,
414,,1,"School House Bonds, $3,000,000",December,19,1933,"Dec 19, 2033","To incur a bonded indebtedness of $3,000, 000 for the acquisition and construction of certain new school house buildings, certain lands thereof and other property and structures necessary to be used for said school house buildings.",P,69377,30530,69.4,30.6,66.67%,Bond Issue,Supervisors,December19_1933,
